"entity","action","reason","existing_id","name","native_name","governorate","website","email","phone"
"institution","skipped","matched website","academic-inst-de3e5831529b4603a36b042d490b3c41","Al-Safwa University College","جامعة الصفوة","Karbala","alsafwa.edu.iq","",""
"institution","update_missing","matched website","academic-inst-7568eea4e29b4dd0a788f6fda46eb2c8","University of Sulaymaniyah","جامعة السليمانية","Sulaymaniyah","univsul.edu.iq","",""
"institution","skipped","matched website","academic-inst-8133373ac32243cb9c705ebb7528116a","Slemani Polytechnic University","جامعة السليمانية التقنية","Sulaymaniyah","spu.edu.iq/ku","",""
"institution","skipped","matched website","academic-inst-98e13b4f026343939261a29297ff19ca","oil training institute","معهد التدريب النفطي","Sulaymaniyah","elearningmoo.com/ar/institutes/boti.php","",""
"institution","skipped","matched English name + governorate","academic-inst-c8a78b5ad9764dba9e3b612d9f81dda4","The Music and Ballet School of Baghdad","مدرسة بغداد للموسيقى والباليه","Baghdad","","",""
"institution","skipped","matched English name + governorate","academic-inst-a6ff4beb461e4cc583bd2c76cbe09974","Al Mutamayizeen Secondary","ثانوية المتميزين","Baghdad","","",""
"institution","skipped","matched website","academic-inst-fe41db6fa1534f09a2a2c8177d91fbbe","Dijla University College","كلية دجلة الجامعة","Baghdad","duc.edu.iq","",""
"institution","skipped","matched website","academic-inst-e30eee47e6884f1fa0632a60ddedeec9","The Gifted Students' School-Iraq","مدرسة الموهوبين","Baghdad","iraqigs.com","",""
"institution","skipped","matched English name + governorate","academic-inst-45291a87aa5a447a940a9770b9e464c3","Shamash School","مدرسة شماش","Baghdad","","",""
"institution","skipped","matched English name + governorate","academic-inst-8d9eeaf98f9143ee8addad7e1c9ed006","Mosque of Morgan","جامع مرجان","Baghdad","","",""
"institution","skipped","matched English name + governorate","academic-inst-71e8d6a86095417fa98b0988c4b1b7e2","معهد التكنولوجيا بغداد","معهد التكنولوجيا بغداد","Baghdad","","",""
"institution","skipped","matched English name + governorate","academic-inst-94519c433f83417c86def7046ca9d45f","Markaziyah High School","الإعدادية المركزية","Baghdad","","",""
"institution","skipped","matched English name + governorate","academic-inst-79e150d3d3e14f6089974bc26d131e38","دار المعلمين العالية","دار المعلمين العالية","Baghdad","","",""
"institution","skipped","matched English name + governorate","academic-inst-1a994426326a4892956dd7e6d030ceff","Mosque of Ahmadiyah","جامع الأحمدية","Baghdad","","",""
"institution","skipped","matched English name + governorate","academic-inst-fc8166d8a4db4985841849f80bedb1ca","المدرسة التتشية","المدرسة التتشية","Baghdad","","",""
"institution","skipped","matched English name + governorate","academic-inst-4fed06f04dde47a2bd65a7052ae6e0c3","كلية الصيدلة جامعة بغداد","كلية الصيدلة جامعة بغداد","Baghdad","","",""
"institution","skipped","matched English name + governorate","academic-inst-e6297e18d0824abeb39d5f2600a3d4d9","كلية الهندسة بجامعة بغداد","كلية الهندسة بجامعة بغداد","Baghdad","","",""
"institution","skipped","matched English name + governorate","academic-inst-c4f451d099b947b981d7289ff01e970a","Kullīyat al-Ṭibb al-Bayṭarī","كلية الطب البيطري جامعة بغداد","Baghdad","","",""
"institution","skipped","matched English name + governorate","academic-inst-d6bebd771c8d481c91ee4ddc03c6e283","كلية الادارة والاقتصاد جامعة بغداد","كلية الادارة والاقتصاد جامعة بغداد","Baghdad","","",""
"institution","skipped","matched English name + governorate","academic-inst-0671755299e94ad398c0d4a7e6089077","كلية التربية ابن الهيثم جامعة بغداد","كلية التربية ابن الهيثم جامعة بغداد","Baghdad","","",""
"institution","skipped","matched website","academic-inst-ca8263caafec4157ac515a3e4b0341f3","The Arab History and Scientific Heritage Institute","معهد التاريخ العربي والتراث العلمي","Baghdad","unionarabhistorian.com/index","",""
"institution","skipped","matched English name + governorate","academic-inst-ddeb49ef810b40e9ae6ff019d9feb0e7","Mustansiriyya Madrasa","المدرسة المستنصرية","Baghdad","","",""
"institution","skipped","matched website","academic-inst-ebb6008dd9bd47038069ec49f39b7df5","College of Education Ibn Rushd University of Baghdad","كلية التربية ابن رشد جامعة بغداد","Baghdad","ircoedu.uobaghdad.edu.iq","",""
"institution","skipped","matched English name + governorate","academic-inst-284e2054b9c54784bffe77124b747832","University of Baghdad College of Fine Arts","كلية الفنون الجميلة","Baghdad","","",""
"institution","skipped","matched English name + governorate","academic-inst-3740ccb71e604e8eb0040f06d7512d56","Institute of Fine Art in Baghdad","معهد الفنون الجميلة","Baghdad","","",""
"institution","skipped","matched English name + governorate","academic-inst-5a507a97f6f5421fa49f034a5354a83b","كلية التربية بجامعة بغداد","كلية التربية بجامعة بغداد","Baghdad","","",""
"institution","skipped","matched English name + governorate","academic-inst-186ff642dd0342eda92aab749e3052a2","كلية الإعلام جامعة بغداد","كلية الإعلام جامعة بغداد","Baghdad","","",""
"institution","skipped","matched English name + governorate","academic-inst-d3e283035ca148a6a3360ff00aa041f3","Osol Aldeen University College","كلية أصول الدين الجامعة","Baghdad","","",""
"institution","skipped","matched English name + governorate","academic-inst-442e0e7c147b4366bcc9bd406c953842","كلية المصطفى الجامعة","كلية المصطفى الجامعة","Baghdad","","",""
"institution","skipped","matched English name + governorate","academic-inst-beac1db56dac423fb26cfbaf66a9a62c","كلية العراق صدر الجامعة","كلية العراق صدر الجامعة","Baghdad","","",""
"institution","skipped","matched English name + governorate","academic-inst-9d53a505e03140cd92b2d3d32e9b1473","Kullīyat al-Isrāʼ al-Jāmiʻah","كلية الأسراء الجامعة","Baghdad","","",""
"institution","skipped","matched English name + governorate","academic-inst-4e5d476884654d1faff528e4af021b0a","كلية العلوم الإسلامية","كلية العلوم الإسلامية","Baghdad","","",""
"institution","skipped","matched English name + governorate","academic-inst-29d8e5042272424bb136c038ea7f7d44","Police College","Police College","Baghdad","","",""
"institution","skipped","matched English name + governorate","academic-inst-21f344e701ac425abb1970abfe115966","Al Mamoon","Al Mamoon","Baghdad","","",""
"institution","skipped","matched English name + governorate","academic-inst-9ac56260bff04b3d8d5669ef4a7b8f13","University of Baghdad Al-Waziriya Campus College of Administration and Economy","University of Baghdad Al-Waziriya Campus College of Administration and Economy","Baghdad","","",""
"institution","skipped","matched English name + governorate","academic-inst-b2e65c817f004121b083491897735edd","University of Baghdad Bab Al-Moadham Campus College of Pharmacy","University of Baghdad Bab Al-Moadham Campus College of Pharmacy","Baghdad","","",""
"institution","skipped","matched English name + governorate","academic-inst-241765846b384ecba5a679b5c8f3622b","University of Baghdad Al-Waziriya Campus College of Law","University of Baghdad Al-Waziriya Campus College of Law","Baghdad","","",""
"institution","skipped","matched English name + governorate","academic-inst-ee8fc3b6cd684eaf8b42289890a6f9c8","University of Baghdad Nahda Cross Road Campus Al-Kindy College of Medicine","University of Baghdad Nahda Cross Road Campus Al-Kindy College of Medicine","Baghdad","","",""
"institution","skipped","matched English name + governorate","academic-inst-3fda6e057e8a42c08743d2ef00297fe1","University of Baghdad Bab al-Moadham Campus College of Medicine","University of Baghdad Bab al-Moadham Campus College of Medicine","Baghdad","","",""
"institution","skipped","matched website","academic-inst-f5ccfc05c362480a863a6c0840b47510","College of Science for Women, University of Baghdad","College of Science for Women, University of Baghdad","Baghdad","en.csw.uobaghdad.edu.iq","",""
"institution","skipped","matched English name + governorate","academic-inst-2dbcc67713b243eda9cb1deddfc3b745","University of Baghdad Department of Civil Engineering","University of Baghdad Department of Civil Engineering","Baghdad","","",""
"institution","skipped","matched English name + governorate","academic-inst-748e8ec928c641579f21f7c761baadf5","University of Baghdad Al-Jaderyia Campus Al-Khwarizmi College of Engineering","University of Baghdad Al-Jaderyia Campus Al-Khwarizmi College of Engineering","Baghdad","","",""
"institution","skipped","matched English name + governorate","academic-inst-7072d41aedfe4c2594047ce1c6a0b08b","University of Baghdad College of Engineering","University of Baghdad College of Engineering","Baghdad","","",""
"institution","skipped","matched website","academic-inst-098be0c112144293958af0ad9161df4c","Ashur University","Ashur University","Baghdad","au.edu.iq","",""
"institution","skipped","matched website","academic-inst-a2c55be5d15e4e96a08759c6e2f214a1","Mashreq University","جامعة المشرق الأهلية","Baghdad","uom.edu.iq","",""
"institution","skipped","matched website","academic-inst-8eaefc3cf7244cf0bfb3cff73046e4a0","كلية الشرق الأوسط الجامعة الأهلية","كلية الشرق الأوسط الجامعة الأهلية","Baghdad","meuc.edu.iq","",""
"institution","skipped","matched English name + governorate","academic-inst-b6da25574cab4b0889c489293dd3f3e1","Judicial Institute of Iraq","المعهد القضائي (العراق)","Baghdad","","",""
"institution","skipped","matched website","academic-inst-68a6726b6b0d4795aa1b2f623aa23c8c","كلية علوم الهندسة الزراعية","كلية علوم الهندسة الزراعية","Baghdad","coagri.uobaghdad.edu.iq","",""
"institution","skipped","matched English name + governorate","academic-inst-ee811ddea6e84ff184806b789b7d801f","Faculty of Law, University of Baghdad","كلية القانون بجامعة بغداد","Baghdad","","",""
"institution","skipped","matched English name + governorate","academic-inst-b0774e88dddd42ea97a94a1c77ba1f87","College of Agriculture – University of Baghdad.","College of Agriculture – University of Baghdad.","Baghdad","","",""
"institution","skipped","matched website","academic-inst-b3f652769c9844ffa14ea63baa417eea","Gilgamesh University","جامعة كلكامش الأهلية","Baghdad","gau.edu.iq/index.html","","9647730000000"
"institution","skipped","matched website","academic-inst-f8cafebfbe724436ad5cda802a947747","University of Al-Ma'mun","كلية المأمون الجامعة","Baghdad","almamonuc.org","",""
"institution","skipped","matched English name + governorate","academic-inst-472972aa7b624f089d17d1dd1de128d8","Baghdad Nuclear Research Facility","منشأة التويثة للأبحاث النووية","Baghdad","","",""
"institution","skipped","matched website","academic-inst-2f1c1d95cd1d4207aff7f8952f64d6e3","American University of Iraq - Baghdad","الجامعة الأمريكية في بغداد","Baghdad","auib.edu.iq","",""
"institution","skipped","matched English name + governorate","academic-inst-2ec295908d204f559e3556d566c59c94","كلية العلوم السياسية جامعة بغداد","كلية العلوم السياسية جامعة بغداد","Baghdad","","",""
"institution","skipped","matched English name + governorate","academic-inst-af4a6760a5024dfea96f2b45b6d79f63","كلية اللغات جامعة بغداد","كلية اللغات جامعة بغداد","Baghdad","","",""
"institution","skipped","matched website","academic-inst-ab110e93b96849a48f4cc0141137390c","Uruk University","جامعة أوروك","Baghdad","uruk.edu.iq","",""
"institution","skipped","matched website","academic-inst-772de67f9b774d6a99920d0db15af72a","College of Science – University of Baghdad","كلية العلوم بجامعة بغداد","Baghdad","scbaghdad.edu.iq","",""
"institution","skipped","matched English name + governorate","academic-inst-e506d274ea8e480ab6b892364b6e2a10","College of Medicine University of Baghdad","كلية الطب بجامعة بغداد","Baghdad","","",""
"institution","skipped","matched English name + governorate","academic-inst-cac8341933af4e8b824a256d2d8f656a","كلية الآمال الجامعة","كلية الآمال الجامعة","Baghdad","","",""
"institution","skipped","matched English name + governorate","academic-inst-7eb55582a0ff4370a0476c09e378b2fc","College of Dentistry University of Baghdad","كلية طب الأسنان","Baghdad","","",""
"institution","skipped","matched website","academic-inst-718f0a83ebcf4bfab5cdb4cf2f66f710","Baghdad College for Economic Sciences University","كلية بغداد للعلوم الاقتصادية الجامعة","Baghdad","baghdadcollege.edu.iq","",""
"institution","skipped","matched website","academic-inst-3a3ba149a93e46e68d01b3ed314e8ad7","Alrafidain University College","كلية الرافدين الجامعة","Baghdad","coalrafidain.edu.iq","",""
"institution","skipped","matched English name + governorate","academic-inst-5ae6138f00b04b3aacec324a864563fb","Alasifia school","مدرسة الآصفية","Baghdad","","",""
"institution","skipped","matched English name + governorate","academic-inst-24a7740dfd2841fcb8bfbd99584a0b94","Q138647637","Q138647637","Baghdad","","",""
"institution","skipped","matched website","academic-inst-6f52a3fe0ccf43fa8fc9aee52f82a522","Madenat Alelem University College","كلية مدينة العلم الجامعة","Baghdad","madenatalelem.com","",""
"institution","skipped","matched English name + governorate","academic-inst-9f1e81b86956461e9a89138a4179fe0d","كلية طب الكندي بجامعة بغداد","كلية طب الكندي بجامعة بغداد","Baghdad","","",""
"institution","skipped","matched English name + governorate","academic-inst-7fe3a37f588546729a1e624677e5329a","Baghdad Conservatory","معهد الموسيقى العراقي","Baghdad","","",""
"institution","skipped","matched English name + governorate","academic-inst-dd734111e4144fc696ccc7fb8762f93b","Technical College","الكلية التقنية الهندسية البصرة","Basra","","",""
"institution","skipped","matched English name + governorate","academic-inst-fae317303c4f4e22bdbf0e1b5abb91cc","كلية التمريض جامعة البصرة","كلية التمريض جامعة البصرة","Basra","","",""
"institution","skipped","matched English name + governorate","academic-inst-0d9d11526c3f4301a4e5de0593de954c","كلية الصيدلة جامعة البصرة","كلية الصيدلة جامعة البصرة","Basra","","",""
"institution","skipped","matched website","academic-inst-9a4c04e76de74bc7ad3d39f173e61960","كلية الزراعة جامعة البصرة","كلية الزراعة جامعة البصرة","Basra","cab.uobasrah.edu.iq","",""
"institution","skipped","matched English name + governorate","academic-inst-38b5977517fe4f26bbc43821bd105526","كلية الإدارة والاقتصاد جامعة البصرة","كلية الإدارة والاقتصاد جامعة البصرة","Basra","","",""
"institution","skipped","matched English name + governorate","academic-inst-6b503184555d4367aa75d29aa3166aca","كلية التربية الرياضية جامعة البصرة","كلية التربية الرياضية جامعة البصرة","Basra","","",""
"institution","skipped","matched English name + governorate","academic-inst-4b3debc2362c4109b204e30adb81a9d0","كلية التربية جامعة البصرة","كلية التربية جامعة البصرة","Basra","","",""
"institution","skipped","matched English name + governorate","academic-inst-b9a9be31d22446c8b21fbcc1027ce7d0","كلية التربية للبنات جامعة البصرة","كلية التربية للبنات جامعة البصرة","Basra","","",""
"institution","skipped","matched English name + governorate","academic-inst-83e4ee10b9874f10ba09f5db1cf65b9f","كلية البصرة الجامعة للعلوم والتكنولوجيا","كلية البصرة الجامعة للعلوم والتكنولوجيا","Basra","","",""
"institution","skipped","matched English name + governorate","academic-inst-9e48917276b94c398924fdc711982836","كلية التربية الإنسانية جامعة البصرة","كلية التربية الإنسانية جامعة البصرة","Basra","","",""
"institution","skipped","matched English name + governorate","academic-inst-7d97b429653f45688a25051d91d4813c","University of Basrah College of Fine Arts","كلية الاداب جامعة البصرة","Basra","","",""
"institution","skipped","matched website","academic-inst-72a2c23a189f44ac912685b0dd7ee331","Basrah University College of Science and Technology","Basrah University College of Science and Technology","Basra","basrah-college.com","",""
"institution","skipped","matched English name + governorate","academic-inst-0edc0b4f28644088b20a9f72dbf51f78","Basrah Technical College","Basrah Technical College","Basra","","",""
